Event Date,Type,Event,Location,Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
04/30/2016,,8th Annual Health Fair & Student Recognition Event,MS 2,655 Parkside Ave,Brooklyn,11226,40.656183,-73.951583,9,40,802,3378201,3050500051,Prospect Lefferts Gardens-Wingate
04/30/2016,,Brooklyn Borough President's Pet Adoption,Marine Park,Ave U Parking Lot,Brooklyn,,,,,,,,,
04/30/2016,,Park Slope Family Festival,JJ Byrne Park,4th Street and 5th Avenue,Brooklyn,,,,,,,,,
04/29/2016,,NYC Metro Abilities Expo,New Jersey Convention & Expo Center,"97 Sunfield Ave, Edison, NJ",Bronx,,,,,,,,,
04/28/2016,,FEMA's PrepareAthon,Penn Station,Amtrak Rotunda,Manhattan,,,,,,,,,
04/27/2016,,English Language Immersion Seminar,LaGuardia Community College,"29-10 Thompson Ave, C-218",Queens,11101,40.745216,-73.937602,2,26,1,4003516,4002730001,Hunters Point-Sunnyside-West Maspeth
04/26/2016,,Emergency Preparedness,800 West End Corp,800 West End Ave,Manhattan,10025,40.796861,-73.972027,7,6,187,1056393,1018700004,Upper West Side
04/26/2016,,NYCEDC Safety Fair,NYCEDC,"110 William St, Room 400 - Conf Room 4a - 4b",Manhattan,10038,40.708791,-74.007189,1,1,1502,1001186,1000770008,Battery Park City-Lower Manhattan
04/25/2016,,RNY ESOL Presentation,The Park Slope Armory,"357 Ninth Street,",Brooklyn,11215,40.668425,-73.984745,6,39,137,3022136,3010057502,Park Slope-Gowanus
04/24/2016,,Youth Preparedness,True Deliverance Church,188-13 Linden Blvd,Queens,11412,40.69183,-73.763831,12,27,398,4221051,4103810075,St. Albans
04/24/2016,,9/11 Memorial 5k Walk/Run,Greenwich Street at Librerty Street,Greenwich Street at Librerty Street,Manhattan,,,,,,,,,
04/23/2016,,The Joy of Parenting,Boys and Girls High School,1700 Fulton St,Brooklyn,11213,40.67944,-73.932407,3,36,271,3047996,3017010001,Crown Heights North
04/23/2016,,Citizen Preparedness Training,Mount Calvary Unified Freewill Baptist,298 Howard Ave,Brooklyn,11233,40.677511,-73.919178,3,41,301,3042337,3015580021,Ocean Hill
04/22/2016,,Youth Preparedness,PS 254 Q,84-40 101st St.,Queens,11418,40.697961,-73.84796,9,32,24,4191296,4091770023,Richmond Hill
08/15/2015,,The Great Irish Festival,Avenue of the Americas,From 42 St to 56 St,Manhattan,,,,,,,,,
06/12/2013,,Community Board - Manhattan 6,,,Manhattan,,,,,,,,,
04/22/2016,,Ready NY for Pre_K,PS 254Q,84-40 101st St.,Queens,11418,40.697961,-73.84796,9,32,24,4191296,4091770023,Richmond Hill
02/20/2016,,Ready Girl,Intrepid Museum,One Intrepid Square,Manhattan,,,,,,,,,
04/22/2016,,Ready Girl,Peck Slip School,1 Peck Slip,Manhattan,10038,40.708766,-74.002406,1,1,1501,1001363,1001060009,Battery Park City-Lower Manhattan
04/21/2016,,RNY for Parents,LIFE-Audrey Johnson Learning Center,272 Moffat St,Brooklyn,11207,40.689834,-73.904137,4,37,409,3080179,3034480015,Bushwick North
02/12/2016,,Ready Girl,PS 327,111 Bristol St.,Brooklyn,11212,40.668475,-73.912351,16,41,924,3081032,3035200008,Brownsville
04/21/2016,,Citizen Preparedness Training in Spanish,Kingsbridge Heights Community Center,3101 Kingsbridge Terrace,Bronx,10463,40.877505,-73.90033,8,14,277,2015788,2032570111,Van Cortlandt Village
04/20/2016,,Emergency Preparedness,PS 167,1025 Eastern Parkway,Brooklyn,11213,40.669001,-73.934635,8,35,353,3037303,3013890035,Crown Heights North
04/20/2016,,Youth Preparedness,PS 152,725 East 23rd St.,Brooklyn,11210,40.632562,-73.954724,14,45,772,3205780,3075510026,Flatbush
04/20/2016,,Citizen Preparedness Training,Kingsbridge Heights Community Center,3101 Kingsbridge Terrace,Bronx,10463,40.877505,-73.90033,8,14,277,2015788,2032570111,Van Cortlandt Village
04/20/2016,,Citizen Preparedness Training,P4Q @179,196-35 Peck Ave,Queens,11365,40.741747,-73.779461,8,23,1347,4153407,4071280010,Fresh Meadows-Utopia
04/19/2016,,Teen Preparedness,Brooklyn Alternate Learning Center,281 Albany Ave,Brooklyn,11213,40.670908,-73.939261,8,35,339,3036947,3013820012,Crown Heights North
04/19/2016,,MWBE NYCHA Trade Show,101 BNY Mellon,101 Barclay St,Brooklyn,,,,,,,,,
04/18/2016,,Emergency Preparedness,Cretan Brotherhood of New York,1811 Coney Island Ave,Brooklyn,11230,40.613407,-73.96301,14,48,542,3181186,3067490064,Midwood
04/18/2016,,Ready NY for Pre-K,Q391,44-15 Judge Street,Queens,11373,40.742964,-73.877449,4,25,467,4439252,4015710019,Elmhurst
04/17/2016,,Community Day for Parents and Kids,Shorefront Y,3300 Coney Island Ave,Brooklyn,11235,40.575607,-73.959463,13,48,36002,3326880,3086930001,Brighton Beach
04/16/2016,,50th Annual C. Melvin Patrick Careers Fair,LIU,One University Plaza,Brooklyn,,,,,,,,,
04/16/2016,,NYC Family Strong Party for Prevention,St Marys Park,450 St Anns Ave at 145th St,Bronx,10455,40.811972,-73.914275,1,8,37,2003692,2025570001,Mott Haven-Port Morris
04/16/2016,,Mount Sinai Center for Advanced Medicine,in front of Mount Sinai Center for Advance Medicine,E 102nd St between 5th and Madison,Manhattan,,,,,,,,,
04/16/2016,,Ready Girl Fair,Lakeside Skating Rink,171 East Drive,Brooklyn,11226,40.658278,-73.963335,55,39,177,3391508,3011170001,park-cemetery-etc-Brooklyn
04/16/2016,,Citizen Preparedness Training,Blessed Sacrament Church,30 Manor Rd,Staten Island,10310,40.627557,-74.125239,1,49,141,5106713,5002340001,West New Brighton-New Brighton-St. George
04/16/2016,,Train the Trainer for Day Laborers,NYCEM Headquarters,165 Cadman Plaza East,Brooklyn,11201,40.698767,-73.98987,2,33,13,3000172,3000850006,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
04/15/2016,,Ready Girl,St. Joseph's School for the Deaf,1000 Hutchinson River Parkway,Bronx,10465,40.827733,-73.835812,10,13,110,2079869,2055400003,Schuylerville-Throgs Neck-Edgewater Park
04/14/2016,,Tenants Monthly Meeting on Emergency Preparedness,Haven Tenants Association,3 Haven Plaza,Manhattan,10009,40.726824,-73.975986,3,2,28,1083144,1003820001,Lower East Side
04/14/2016,,Boy Scout Presentation,Our Lady of Mercy Church,70-01 Kessel St. Forest Hills,Queens,11375,40.713984,-73.850964,6,29,729,4077259,4032250001,Forest Hills
04/14/2016,,Emergency Preparedness,Andrew Heiskell Braille and Talking Book Library,40 W 20 St,Manhattan,10011,40.740246,-73.992324,5,3,54,1076145,1008217501,Hudson Yards-Chelsea-Flatiron-Union Square
04/13/2016,,Annual Resource Day Fair,Children's Hospital at Montefiore,3415 Bainbridge Avenue,Bronx,10467,40.879957,-73.878875,7,11,421,2096400,2033270001,Norwood
04/13/2016,,Ready Girl,Lewis and Clark School,2555 Tratman Ave,Bronx,10461,40.840145,-73.844419,10,13,200,2041864,2039830001,Van Nest-Morris Park-Westchester Square
04/12/2016,,severe Weather for Seniors,Bay Eden Senior Center,1220 East 229 Street,Bronx,10466,40.884011,-73.842204,12,12,460,2093741,2049050360,Eastchester-Edenwald-Baychester
04/12/2016,,Ready NY for Staff,Day Care Council of New York,2082 Lexington Avenue,Manhattan,10035,40.804763,-73.937149,11,9,196,1054488,1017740056,East Harlem North
04/12/2016,,CUNY ESOL Teacher Conference,Tenement Museum,103 Orchard St,Manhattan,10002,40.718592,-73.990007,3,1,18,1005471,1004140051,Chinatown
04/11/2016,,Greater Mission Tabernacle,Greater Mission Tabernacle,1394 St Johns Pl 2nd Fl,Brooklyn,11213,40.670643,-73.932221,8,35,351,3037065,3013840027,Crown Heights North
04/11/2016,,Pre-K Preparedness,PS 87,67-54 80th Street,Queens,11379,40.711815,-73.871238,5,30,621,4091737,4037820027,Middle Village
04/10/2016,,"Adoptapalooza, Celebrating ASPCA 150th Anniversary",Union Square,Broadway and Fourth Ave,Manhattan,,,,,,,,,
04/10/2016,,"Adoptapalooza, Celebrating ASPCA 150th Anniversary",House of Van,25 Franklin St,Brooklyn,11222,40.72602,-73.957416,1,33,561,3330084,3025900215,Greenpoint
04/10/2016,,ASPCA NYC Paws Parade,Madison Sq Park,Madison Sq Park,Manhattan,10010,40.742224,-73.987979,5,2,56,,,Hudson Yards-Chelsea-Flatiron-Union Square
04/10/2016,,Community Resource Fair for Seniors and Persons with Disabilities,American Martyrs Church,79-43 Bell Blvd,Queens,11364,40.735073,-73.755552,11,23,129104,4438340,4077740001,Oakland Gardens
04/09/2016,,Council Member Eugene Community Resource Fair,PS 245,249 E 17 St,Brooklyn,11226,40.645016,-73.963208,14,40,512,3117584,3051210032,Flatbush
03/24/2016,,RNY ESOL General Presentation,Pace High School,100 Hester,Manhattan,,,,,,,,,
04/09/2016,,Church Meets City,Trinity Church,75 Broadway,Manhattan,10006,40.7075,-74.011917,1,1,13,1001028,1000490001,Battery Park City-Lower Manhattan
04/09/2016,,Ready NY for Kids Fair,MS 144,2545 Gunther Avenue,Bronx,10469,40.863735,-73.83607,11,13,310,2053518,2044930001,Allerton-Pelham Gardens
04/09/2016,,Presentation for children with visual disabilities,Lighthouse Guild,"15 W 65 St, 1st floor auditorium",Manhattan,10023,40.772091,-73.979908,7,6,149,1028162,1011180014,Lincoln Square
04/08/2016,,Moving from Surving to Thriving,Arnold and Marie Schwartz Gymnasium,161 Ashland Pl,Brooklyn,11201,40.690934,-73.978804,2,35,31,3394444,3020870001,Fort Greene
04/08/2016,,Ready Girl for Tiger Scouts 255,Immanuel Lutheran School,1210 150th St.,Queens,11357,40.790383,-73.814431,7,19,981,4102447,4045040027,Whitestone
04/07/2016,,Staff Training for Senior Citizens,Grand Street Settlement Senior Center,72 Columbia Street,Manhattan,10002,40.717007,-73.980268,3,2,1002,1078043,1003230001,Lower East Side
04/07/2016,,College Wellness Fair,Stella & Charles Guttman Community College,50 W 40th St,Manhattan,10018,40.752868,-73.98344,5,4,84,1080744,1008410075,Midtown-Midtown South
04/07/2016,,Ready Girl,Bringing the Peace,530 East 169th Street,Bronx,10456,40.832613,-73.904676,3,16,145,2004223,2026100012,Claremont-Bathgate
04/07/2016,,RNY for CB 2,Sunnyside Senior Center,43-31 39 St,Queens,11104,40.74519,-73.925909,2,26,179,4436677,4001910005,Hunters Point-Sunnyside-West Maspeth
04/07/2016,,Presentation for the MS Society,ICS Adult Day Program,25 Elm Place,Brooklyn,11201,40.689456,-73.984531,2,33,37,3000452,3001580001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
04/06/2016,,Senior Severe Weather prep,Carver Senior Center,55 East 102 Street,Manhattan,10029,40.79084,-73.950853,11,8,168,1082659,1016080023,East Harlem South
04/06/2016,,Ready Girl,PS 10,511 7th Avenue,Brooklyn,11215,40.661061,-73.986534,7,38,149,3016509,3008690001,Park Slope-Gowanus
04/06/2016,,Ready Girl,PS 10,511 7th Avenue,Brooklyn,11215,40.661061,-73.986534,7,38,149,3016509,3008690001,Park Slope-Gowanus
04/06/2016,,Citizen Preparedness Training,Shri Lakshmi Narayan Mandir,128-04 Liberty Ave,Queens,11419,40.689031,-73.816945,10,28,15802,4204758,4095820002,South Ozone Park
08/01/2015,,Flushing Bid,40th Road and Prince Street & Bland St Playground,40th Road - Prince Street,Queens,,,,,,,,,
04/05/2016,,Emergency Preparedness for Parents,All Souls School,1157 Lexington Avenue,Manhattan,10075,40.775377,-73.95858,8,5,140,1047486,1015080053,Upper East Side-Carnegie Hill
04/05/2016,,Senior Center Severe Weather,Hope Gardens Multi Service Senior Center,195 Linden Street,Brooklyn,11221,40.69537,-73.917486,4,37,417,3076116,3033240019,Bushwick South
04/05/2016,,Edgemere Community Workshop,Cornerstone Community Center,426 Beach 40th St,Queens,11691,40.596249,-73.772408,14,31,97203,4302129,4159550003,Hammels-Arverne-Edgemere
04/04/2016,,Presentation for CB 11 Q,MS 158,46-35 Oceania Ave,Queens,,,,,,,,,
04/04/2016,,Ready NY for Pre-K,PS 315,43-18 97th Place,Queens,11368,40.745995,-73.866372,4,21,375,4439257,4016130017,North Corona
04/04/2016,,LTCEMP Learning Session,"aruch College, The William & Anita Newman Vertical Campus Conf Center","55 Lexington Ave, room 14-220",Manhattan,10010,40.740596,-73.983938,6,2,68,1086514,1008800024,Gramercy
04/02/2016,,Edgemere Community Workshop,Cornerstone Community Center,426 Beach 40th. Street,Queens,11691,40.596249,-73.772408,14,31,97203,4302129,4159550003,Hammels-Arverne-Edgemere
04/02/2016,,Emergency Preparedness Day Out,Marine Park Parking Lot,Avenue U,Brooklyn,,,,,,,,,
04/02/2016,,RNY ESOL Class,175 Eldridge,175 Eldridge,Manhattan,,,,,,,,,
04/01/2016,,Ready NY for Pre-K,St. Pancras,68-20 Myrtle Avenue,Queens,11385,40.701684,-73.883891,5,30,629,4090330,4037030007,Glendale
03/31/2016,,RNY Business,Laguardia Community College,30-20 Thomson Avenue - B-201,Queens,,,,,,,,,
03/31/2016,,Tween Preparedness,PS 1S 78 Q,189-10 Radnor Road,Queens,11423,40.724479,-73.777454,8,23,1277,4156558,4072770001,Jamaica Estates-Holliswood
03/31/2016,,Youth Preparedness,PS IS 78 Q,189-10 Radnor Road,Queens,11423,40.724479,-73.777454,8,23,1277,4156558,4072770001,Jamaica Estates-Holliswood
03/30/2016,,Business Solutions,Brooklyn Center,9 Bond St,Brooklyn,11201,40.689376,-73.983164,2,33,37,3329441,3001600007,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
03/30/2016,,Citizen Preparedness Training,Shorefront Y,3300 Coney Island Ave,Brooklyn,11235,40.575607,-73.959463,13,48,36002,3326880,3086930001,Brighton Beach
03/29/2016,,Winter Prep,Albany Senior Center,196 Albany Avenue,Brooklyn,11213,40.67388,-73.938974,8,36,343,3031082,3012300044,Crown Heights North
03/29/2016,,Extreme Weather for Tweens,MS 137,109-15 98th Street,Queens,11417,40.6781,-73.839948,10,32,86,4467457,4091720001,Ozone Park
03/29/2016,,Emergency Preparedness for Parents,St. Joseph's School for the Deaf,1000 Hutchinson River Parkway,Bronx,10465,40.827733,-73.835812,10,13,110,2079869,2055400003,Schuylerville-Throgs Neck-Edgewater Park
03/24/2016,,General Ready New York Presentation,International High School at Union Square,40 Irving Place,Manhattan,10003,40.735494,-73.987659,6,2,50,1017828,1008720057,Gramercy
03/24/2016,,Business Solutions,Upper Manhattan Center,361 W 125th St,Manhattan,10027,40.810952,-73.953005,9,9,20901,1059308,1019520009,Morningside Heights
03/24/2016,,Presentation to the Professional Immersion Class,Columbia School of Social Work,1255 Amsterdam Ave,Manhattan,10027,40.810479,-73.95837,9,7,20701,1087900,1019630060,Morningside Heights
09/15/2015,,Preparedness Fair for Staff,Pfizer,"235 42 St, cafeteria",Manhattan,,,,,,,,,
03/23/2016,,Columbia School of Social Work Career Panel,Columbia School of Social Work,1255 Amsterdam Ave,Manhattan,10027,40.810479,-73.95837,9,7,20701,1087900,1019630060,Morningside Heights
03/23/2016,,Pre-K Preparedness,Holy Cross,56-01 61st St.,Queens,11378,40.724967,-73.904289,5,30,517,4437553,4027090040,Maspeth
03/22/2016,,Winter Prep,CCNS Hillcrest Senior Center,168-01 Hillside Avenue,Queens,11432,40.710071,-73.79461,8,24,454,4210504,4098400001,Briarwood-Jamaica Hills
03/22/2016,,Emergency Preparedness/ PTA Meeting,MS 158Q,4635 Oceania Street,Queens,11361,40.756139,-73.772862,11,19,1447,4438325,4073120001,Bayside-Bayside Hills
03/22/2016,,Preparedness for Parents,PS 61,1550 Crotona Park East,Bronx,10460,40.836575,-73.892817,3,17,153,2009865,2029390045,Crotona Park East
03/22/2016,,Youth Preparedness,PS 61,1550 Crotona Park East,Bronx,10460,40.836575,-73.892817,3,17,153,2009865,2029390045,Crotona Park East
03/21/2016,,Hurricane Preparedness,Our Lady of Solace Church,2866 West 17th Street,Brooklyn,11224,40.577499,-73.984949,13,47,326,3329329,3070200039,Seagate-Coney Island
03/21/2016,,Ready NY for Pre-K,PS 378,44-16 76th St.,Queens,11373,40.741545,-73.888524,4,25,483,,,Elmhurst-Maspeth
03/21/2016,,RNY ESOL Presentation,YMCA Staten Island,1546 Castleton Ave,Staten Island,10302,40.63586,-74.134431,1,49,207,5024246,5010350014,Port Richmond
03/19/2016,,Key to the City,COOP Tech,321 East 96th Street,Manhattan,10128,40.783638,-73.945626,11,8,15602,1083927,1016680001,East Harlem South
03/18/2016,,Youth Preparedness,PS 145 M,150 W. 105th St.,Manhattan,10025,40.799178,-73.964842,7,7,189,1076625,1018590001,Upper West Side
03/18/2016,,Ready Girl,PS 230,1 Albermale Road,Brooklyn,,,,,,,,,
03/18/2016,,LaSalle Career Day,LaSalle Academy,215 E 6 St,Manhattan,10003,40.727985,-73.989916,3,2,38,1006643,1004620004,East Village
03/18/2016,,RNY ESOL Presenation,Cypress Hills Fulton Street,3208 Fulton St.,Brooklyn,11208,40.682337,-73.876771,5,37,1178,3092631,3041400013,Cypress Hills-City Line
03/18/2016,,RNY ESOL Presentation,Cypress Hill Fulton Senior Center,3208 Fulton Street,Manhattan,,,,,,,,,
03/17/2016,,Winter prep,Elmhurst Jackson Heights Senior Center,75-01 Broadway,Queens,11373,40.746172,-73.890208,4,25,267,4036730,4014860013,Elmhurst
03/17/2016,,Parent Teachers Conference,MS 61,400 Empire Blvd,Brooklyn,11225,40.664007,-73.94922,9,40,329,3337872,3013160015,Prospect Lefferts Gardens-Wingate
01/15/2016,,Ready Girl,PS 138,2060 Lafayette Avenue,Bronx,10473,40.822665,-73.853366,9,18,74,2022289,2036090016,Soundview-Castle Hill-Clason Point-Harding Park
03/17/2016,,"MSM Wellness, Campus Safety & Crime Prevention Fair",Manhattan School of Music,120 Claremont Ave,Manhattan,10027,40.812588,-73.961848,9,7,211,1076684,1019930001,Morningside Heights
03/17/2016,,Ready Girl,PS 147,325 Bushwick Ave,Brooklyn,11206,40.705204,-73.939407,1,34,485,3071418,3030910001,Bushwick South
03/17/2016,,Citizen Preparedness Training,Maimonides Medical Center,"4802 10th Ave, Schreiber Auditorium",Brooklyn,11219,40.639488,-73.998242,12,38,114,3336293,3056310038,Borough Park
03/17/2016,,ESOL Presentation,The Aldred De B. Mason School,6006 23rd Ave,Brooklyn,11204,40.615252,-73.97635,12,44,446,3172071,3065490024,Borough Park
02/11/2016,,General Ready NY,PS/IS 262,500 Macon Street,Brooklyn,11233,40.683241,-73.930813,3,36,297,3046876,3016710019,Crown Heights North
03/17/2016,,RNY Parents Teacher Coneferece Fair,M.S. 61,500 Empire Blvd.,Brooklyn,11225,40.664192,-73.945965,9,40,329,3034859,3013170041,Prospect Lefferts Gardens-Wingate
03/16/2016,,Winter Prep,Sunnyside Community Services,43-31 39 Street,Queens,11104,40.74519,-73.925909,2,26,179,4436677,4001910005,Hunters Point-Sunnyside-West Maspeth
03/16/2016,,Emergency Preparedness Presentation,PS 277X,519 Saint Anns Ave,Bronx,10455,40.813517,-73.913402,1,8,43,2000114,2022740023,Mott Haven-Port Morris
03/16/2016,,Teen Preparedness,Brooklyn Alternate Learning Center,960 Prospect Place,Brooklyn,11213,40.674029,-73.945106,8,36,341,3031296,3012350037,Crown Heights North
03/16/2016,,Volunteer Summit for Executive Directors,UJA-Federation of NY,130 E 59 St,Manhattan,10022,40.762367,-73.96854,5,4,11203,1087267,1013137502,Turtle Bay-East Midtown
03/16/2016,,Citizen Preparedness Training,Glory of Christ Church,2137 Ellis Ave,Bronx,10462,40.832411,-73.853023,9,18,92,2026584,2038130066,Westchester-Unionport
03/15/2016,,Winter Prep,Brookdale Senior Center,817 Avenue H,Brooklyn,11230,40.629268,-73.968686,14,40,460,3170160,3064960039,Flatbush
03/15/2016,,Becoming Resilient: Diaster Planning and Recovery,Laguardia Community College,30-20 Thomson Ave,Queens,11101,40.745095,-73.936635,2,26,179,4003517,4002740001,Hunters Point-Sunnyside-West Maspeth
01/21/2015,,Parent Workshop,PS 006,43 Synder Ave,Brooklyn,,,,,,,,,
03/15/2016,,Citizen Preparedness Training,Woodstock Community Center,890 Trinity Ave,Bronx,10456,40.822064,-73.906291,3,16,133,2091950,2026380001,Morrisania-Melrose
03/14/2016,,PS 254Q,PS 254Q,84-40 101 St,Queens,11418,40.697961,-73.84796,9,32,24,4191296,4091770023,Richmond Hill
03/14/2016,,Youth Preparedness,PS 60,55 Merrill Ave,Staten Island,10314,40.610087,-74.162216,2,50,29104,5031151,5015800044,New Springville-Bloomfield-Travis
03/14/2016,,Emergency Preparedness,VISIONS Services for the Blind,135 W 23 St,Manhattan,10011,40.743386,-73.993916,4,3,91,1014949,1007990021,Hudson Yards-Chelsea-Flatiron-Union Square
03/14/2016,,RNY ESOL Presentation,Arab American Association New York,7111 5th AVe,Brooklyn,11209,40.63238,-74.021444,10,43,130,3146649,3058930010,Bay Ridge
